"Sample","Factor1","Factor2","Factor5"
"S01746",-1.82709765434265,-1.16408133506775,-0.274490267038345
"S02126",-1.41869878768921,-1.56520557403564,0.864155352115631
"S02154",-1.12153816223145,0.0475194007158279,0.165604427456856
"S02162",-1.19312214851379,-1.19562947750092,-0.634580671787262
"S02323",3.30534410476685,-0.558604657649994,-0.319067537784576
"S02325",3.07735991477966,-0.0885870456695557,0.780787765979767
"S02326",0.0622070096433163,2.32577419281006,-0.12899461388588
"S02327",-2.15690040588379,-0.704743146896362,0.55957168340683
"S02330",-1.61799919605255,-1.23920571804047,-0.406574010848999
"S02331",-2.1256058216095,-0.934234976768494,0.396775126457214
"S02333",-1.59347414970398,-0.150854796171188,1.62783002853394
"S02334",-0.231747359037399,2.47187852859497,0.491754233837128
"S02335",-1.54061257839203,-1.04776871204376,0.449601829051971
"S02337",-1.90804433822632,-1.27761697769165,-0.478149741888046
"S02338",-0.355665892362595,2.11615419387817,0.430315285921097
"S02339",-0.286640733480453,2.0108528137207,-0.82107013463974
"S02340",-0.127641201019287,-1.00277328491211,-0.859814465045929
"SRR10720229",-0.779877841472626,-1.30195200443268,-2.09006452560425
"SRR10720230",1.55002200603485,-1.53251564502716,-0.0140332449227571
